sentence,label,category
Will be buying more of this if needed.,0,Pet supplies
Will continue to keep buying.,0,Pet supplies
"We have 3 cats and had 3 dogs, accidents happen and this is the ONLY stuff I've ever used (and I've used them all) that really does handle pet stains.",1,Pet supplies
I will definitely be using their products in the future.,0,Pet supplies
I am quite happy with my parakeet!,0,Pet supplies
We bought the Rocco and Roxie stuff and poured it on the area full strength to saturate the thick carpet.,0,Pet supplies
"While she is house broken for the most part, every once in a while (while I'm asleep in the middle of the night) she likes to go in my office and do her business.",0,Pet supplies
"We had tried other carpet cleaners, unfortunately it turned the urine smell into a mix of floral and urine along with staining the rug.",1,Pet supplies
I have two aging dogs.,0,Pet supplies
We recently got a puppy and we've never trained a puppy before.,0,Pet supplies
We have 2 Chihuahuas who are grown old ladies and love to pee on the carpet for some reason and we have tried so many products and nothing has taken the stain or smell out like this stuff!,1,Pet supplies
I have two German Shepherds & one got a case of severe diarrhea and I have oatmeal-colored shag carpet.,0,Pet supplies
And that smell was strong even with working on the stain the same day!,0,Pet supplies
"We had to apply several times, but the smell went completely away.",1,Pet supplies
The urine smell was totally gone.,1,Pet supplies
Awesome combo of products,0,Pet supplies
Helped save me thousands on a bathroom remodel.,0,Pet supplies
We recently acquired the 4 yr old male who is not neutered.,0,Pet supplies
The old cat was peeing everywhere but recently passed away.,0,Pet supplies
I knew I had to get a product to help me out.,0,Pet supplies
"As soon as I walked into the room to put the towels over the product, the urine smell was gone.",0,Pet supplies
It worked.,0,Pet supplies
Does not completely eliminate pet urine smell even when used liberally.,1,Pet supplies
Your product is incredible and it is by far the best I have used.,0,Pet supplies
I'll never be without this again.,0,Pet supplies
Super pleased with this product.,0,Pet supplies
"Used this on a couple of couch cushions after a cat had used them, and it did the job!",1,Pet supplies
Best stuff I have ever used.,0,Pet supplies
This stuff is amazing.,0,Pet supplies
Second time purchased.,0,Pet supplies
I have a chair with very thick cushions that had dog urine soaked down into one of the arms.,0,Pet supplies
"This is like magic, I cannot say enough amazing things about this.",0,Pet supplies
This is the only product that has successfully removed the odor.,1,Pet supplies
"Secondly, I appreciate the fact that I can spray in areas where I'm not exactly sure and feel confident it will help.",1,Pet supplies
I moved my cat's litter box (when will I ever learn?),0,Pet supplies
I never write reviews because I hate writing.,0,Pet supplies
Highly recommend for odor removal!,1,Pet supplies
"There was quite a bit of product and was able to treat multiple areas, multiple times.",0,Pet supplies
!,0,Pet supplies
This product arrived on time and shrink-wrapped tightly to prevent leakage.,0,Pet supplies
No More Accidents.,0,Pet supplies
"The door somehow got closed after the litter box was put back into place, I then realized he had went potty (pee) in the guest bedroom in the corner.",0,Pet supplies
You HAVE to buy THIS product and this one ALONE.,0,Pet supplies
I wasn't worried about stains so much as bad smell and now you can't tell there was any smell at all!,0,Pet supplies
My dog has something wrong that's causing urine leakage.,0,Pet supplies
I will be buying more when I run out of this bottle.,0,Pet supplies
I'm not hit with the smell when I walk in my bedroom anymore.,0,Pet supplies
Smells awful,0,Pet supplies
You will be so happy you decided to go with this product and not a bargain bin cleaner...after all its cat pee...it's serious!,0,Pet supplies
I have to say this stuff rocks.,0,Pet supplies
"So on this wonderful day in the winter, I walked out with a Diet Coke, a pack of Marlboro lights, and a kitten.",0,Pet supplies
Thank goodness!,0,Pet supplies
"It was not for Knox, so why did it take me so long to open it.",0,Pet supplies
We have four cats!,0,Pet supplies
I was desperate and had run out of my usual choice.,0,Pet supplies
Stop it with the baking soda.,0,Pet supplies
Removes stains and odors!,0,Pet supplies
The extracted water and solution gradually turned clear and I figured I was done.,0,Pet supplies
A friend and dog owner recommended Rocco & Roxie Professional Stain & Odor Remover.,0,Pet supplies
This stuff does a good job deodorizing.,1,Pet supplies
I bought this product not expecting much (we all have been lied to ~a lot) but marveled at how great it is.,0,Pet supplies
"When my husband used it in the house, the fume induced coughing for me and my throat is sore for days (still sore).",1,Pet supplies
"Took about 3 applications and blotting, plus a steam cleaning to get them out.",0,Pet supplies
"We have 2 ferrets, and one of them has a lot of trouble with his potty training.",0,Pet supplies
This product works extremely well.,0,Pet supplies
The only spray that actually works!,0,Pet supplies
It smells 10x worse than the cat piss I was cleaning up.,1,Pet supplies
I have since switched to a different product that works just as we'll and is much cheaper.,0,Pet supplies
I've tried it all!!!,0,Pet supplies
My boyfriend has 2 small dogs that used to sleep with him and had left the mattress of his bed like an atlas with multiple stains of pee.,0,Pet supplies
"A few red flags to consider: the recommended application involves first soaking the stain with warm water and extracting the water with a wet vacuum, repeating this step 4 or so times BEFORE even the first application of this cleaner.",0,Pet supplies
Again it bleached the carpet white.,1,Pet supplies
"Got rid of smells, lessened but didn't remove stains",1,Pet supplies
I can't stand the smell of the product itself!,1,Pet supplies
"I could go on and on about this cleaner, but I'll keep my comments short.",0,Pet supplies
You cannot tell a cat has ever been in there and we have now turned into and extra bedroom!,0,Pet supplies
Eliminated odors,1,Pet supplies
This is the best product I have ever tried in the 30 years I have had a dog.,0,Pet supplies
"The carpet itself was not affected, and there were no strong odors at all.",1,Pet supplies
"In desperation, I chanced on Rocco & Roxie product and ordered.",0,Pet supplies
"In two words, IT WORKS.",0,Pet supplies
"I have had to reapply in a few places because I likely did not leave it to sit long enough and did not perform the test of applying pressure, so user error in those spots.",0,Pet supplies
I've also used washable diapers on my dog to try and wean him out of this horrible habit while the marked areas were being treated.,0,Pet supplies
After spraying it and then washing it once the smell was gone!,0,Pet supplies
"When I say you could smell the urine from the bottom of the stairs, I mean it.",0,Pet supplies
"We purchased other products from the pet store, used home remedies nothing worked.",0,Pet supplies
I received the Rocco &Roxie and sprayed one of the rooms and let it sit.,0,Pet supplies
"Had a couple stains stinking up the bedroom from some mishaps during potty training and with just a few sprays, they were gone.",1,Pet supplies
Pet spray (worst decision!,0,Pet supplies
The best stain and odor remover we have ever found to clean up the accidents our furr babies occasionally have.,1,Pet supplies
"The urine odor remained, however the scent from this product did partially mask it.",0,Pet supplies
It had soaked straight into my desk.,0,Pet supplies
!,0,Pet supplies
"Scrubbed floors and walls, applied product, little or no effect on odor.",1,Pet supplies
I use this to clean out my cat litter boxes with.,1,Pet supplies
And no odor either.,0,Pet supplies
This stuff definitely works.,0,Pet supplies
"Right now, after one use, I feel it has almost made the smell worse.",0,Pet supplies
I've used this product on both fresh and old cat urine spots on my carpet and have been very satisfied with the odor elimination.,1,Pet supplies
I followed the directions to a T and after everything was dried I no longer had any cat urine odors.,1,Pet supplies
Very nice!,0,Pet supplies
"It didn't seem to matter if I used it again on the same stain, nothing changed.",0,Pet supplies
One treatment of this and the smell is completely gone.,1,Pet supplies
I ended up buying the gallon and refilling the smaller spray bottle as needed.,0,Pet supplies
Really worth it,0,Pet supplies
I definitely would suggest this as a solution.,0,Pet supplies
I could not believe my eyes.,0,Pet supplies
This stuff seriously WORKS and I've recommended it to others.,0,Pet supplies
I have bought this product twice,0,Pet supplies
If you have an animal that has an accident every now and then it completely takes care of the odor.,1,Pet supplies
$20 wasted.,0,Pet supplies
That is until I discovered this product.,0,Pet supplies
